"data.date","data.datatype","data.station","data.value","data.fl_m","data.fl_q","data.fl_so","data.fl_t"
"1999-04-01T00:00:00","PRCP","GHCND:USC00131962",0,"P","","0","0700"
"1999-04-01T00:00:00","PRCP","GHCND:USC00132110",0,"P","","0","1700"
"1999-04-01T00:00:00","PRCP","GHCND:USC00132171",0,"","","0","0700"
"1999-04-01T00:00:00","PRCP","GHCND:USC00132235",0,"P","","0","0800"
"1999-04-01T00:00:00","PRCP","GHCND:USC00132689",3,"","","0",""
"1999-04-01T00:00:00","PRCP","GHCND:USC00132977",0,"P","","0","0700"
"1999-04-01T00:00:00","PRCP","GHCND:USC00133007",0,"P","","0","2400"
"1999-04-01T00:00:00","PRCP","GHCND:USC00133290",0,"","","0","0800"
"1999-04-01T00:00:00","PRCP","GHCND:USC00133438",0,"P","","0","0800"
"1999-04-01T00:00:00","PRCP","GHCND:USC00133473",0,"P","","0","0700"
"1999-04-01T00:00:00","PRCP","GHCND:USC00133487",0,"","","0","0700"
"1999-04-01T00:00:00","PRCP","GHCND:USC00133584",0,"","","0","0700"
"1999-04-01T00:00:00","PRCP","GHCND:USC00133980",0,"P","","0","0700"
"1999-04-01T00:00:00","PRCP","GHCND:USC00134101",0,"","","0","1700"
"1999-04-01T00:00:00","PRCP","GHCND:USC00134142",0,"","","0","0700"
"1999-04-01T00:00:00","PRCP","GHCND:USC00134381",0,"P","","0","0600"
"1999-04-01T00:00:00","PRCP","GHCND:USC00134502",0,"P","","0","0600"
"1999-04-01T00:00:00","PRCP","GHCND:USC00135650",0,"","","0","0700"
"1999-04-01T00:00:00","PRCP","GHCND:USC00135837",0,"","","0","0700"
"1999-04-01T00:00:00","PRCP","GHCND:USC00135952",0,"P","","0","0700"
"1999-04-01T00:00:00","PRCP","GHCND:USC00135992",0,"P","","0","0700"
"1999-04-01T00:00:00","PRCP","GHCND:USC00136316",0,"P","","0","0600"
"1999-04-01T00:00:00","PRCP","GHCND:USC00136327",0,"P","","0","0700"
"1999-04-01T00:00:00","PRCP","GHCND:USC00136527",0,"","","0","0530"
"1999-04-01T00:00:00","PRCP","GHCND:USC00136566",0,"P","","0","0700"
"1999-04-01T00:00:00","PRCP","GHCND:USC00136940",0,"P","","0","0700"
"1999-04-01T00:00:00","PRCP","GHCND:USC00137161",0,"","","0","0700"
"1999-04-01T00:00:00","PRCP","GHCND:USC00137594",0,"","","0","0700"
"1999-04-01T00:00:00","PRCP","GHCND:USC00137613",0,"P","","0","0800"
"1999-04-01T00:00:00","PRCP","GHCND:USC00137700",0,"","","0","1700"
"1999-04-01T00:00:00","PRCP","GHCND:USC00138266",0,"P","","0","0700"
"1999-04-01T00:00:00","PRCP","GHCND:USC00138296",0,"","","0","0700"
"1999-04-01T00:00:00","PRCP","GHCND:USC00138568",0,"","","0","0700"
"1999-04-01T00:00:00","PRCP","GHCND:USC00138668",0,"P","","0","0700"
"1999-04-01T00:00:00","PRCP","GHCND:USC00138688",0,"P","","0","0700"
"1999-04-01T00:00:00","PRCP","GHCND:USC00138806",0,"P","","0","0700"
"1999-04-01T00:00:00","PRCP","GHCND:USC00139132",0,"P","","0","0700"
"1999-04-01T00:00:00","PRCP","GHCND:USW00014940",0,"T","","0","2400"
"1999-04-01T00:00:00","PRCP","GHCND:USW00094971",0,"T","","W",""
"1999-05-01T00:00:00","PRCP","GHCND:USC00130203",0,"","","0","0600"
"1999-05-01T00:00:00","PRCP","GHCND:USC00130213",0,"","","0","0700"
"1999-05-01T00:00:00","PRCP","GHCND:USC00130807",0,"","","0","0800"
"1999-05-01T00:00:00","PRCP","GHCND:USC00130923",0,"P","","0","0700"
"1999-05-01T00:00:00","PRCP","GHCND:USC00131233",0,"P","","0","0700"
"1999-05-01T00:00:00","PRCP","GHCND:USC00131394",0,"","","0",""
"1999-05-01T00:00:00","PRCP","GHCND:USC00131402",0,"","","0","0700"
"1999-05-01T00:00:00","PRCP","GHCND:USC00131533",0,"","","0","0800"
"1999-05-01T00:00:00","PRCP","GHCND:USC00131541",0,"","","0","0700"
"1999-05-01T00:00:00","PRCP","GHCND:USC00131954",0,"","","0","0800"
"1999-05-01T00:00:00","PRCP","GHCND:USC00131962",0,"P","","0","0700"
"1999-05-01T00:00:00","PRCP","GHCND:USC00132110",0,"P","","0","1700"
"1999-05-01T00:00:00","PRCP","GHCND:USC00132171",0,"","","0","0700"
"1999-05-01T00:00:00","PRCP","GHCND:USC00132235",0,"P","","0","0800"
"1999-05-01T00:00:00","PRCP","GHCND:USC00132977",0,"P","","0","0700"
"1999-05-01T00:00:00","PRCP","GHCND:USC00133007",0,"P","","0","2400"
"1999-05-01T00:00:00","PRCP","GHCND:USC00133290",0,"","","0","0800"
"1999-05-01T00:00:00","PRCP","GHCND:USC00133438",0,"P","","0","0800"
"1999-05-01T00:00:00","PRCP","GHCND:USC00133473",0,"P","","0","0700"
"1999-05-01T00:00:00","PRCP","GHCND:USC00133487",0,"","","0","0700"
"1999-05-01T00:00:00","PRCP","GHCND:USC00133584",0,"","","0","0700"
"1999-05-01T00:00:00","PRCP","GHCND:USC00133980",0,"P","","0","0700"
"1999-05-01T00:00:00","PRCP","GHCND:USC00134101",0,"","","0","1700"
"1999-05-01T00:00:00","PRCP","GHCND:USC00134142",0,"","","0","0700"
"1999-05-01T00:00:00","PRCP","GHCND:USC00134381",0,"P","","0","0600"
"1999-05-01T00:00:00","PRCP","GHCND:USC00134502",0,"P","","0","0600"
"1999-05-01T00:00:00","PRCP","GHCND:USC00135650",0,"","","0","0700"
"1999-05-01T00:00:00","PRCP","GHCND:USC00135837",0,"","","0","0700"
"1999-05-01T00:00:00","PRCP","GHCND:USC00135952",0,"","","0","0700"
"1999-05-01T00:00:00","PRCP","GHCND:USC00135992",0,"P","","0","0700"
"1999-05-01T00:00:00","PRCP","GHCND:USC00136316",0,"P","","0","0600"
"1999-05-01T00:00:00","PRCP","GHCND:USC00136327",0,"P","","0","0700"
"1999-05-01T00:00:00","PRCP","GHCND:USC00136527",0,"","","0","0530"
"1999-05-01T00:00:00","PRCP","GHCND:USC00136566",0,"P","","0","0700"
"1999-05-01T00:00:00","PRCP","GHCND:USC00136940",0,"","","0","0700"
"1999-05-01T00:00:00","PRCP","GHCND:USC00137161",0,"","","0","0700"
"1999-05-01T00:00:00","PRCP","GHCND:USC00137594",0,"","","0","0700"
"1999-05-01T00:00:00","PRCP","GHCND:USC00137613",0,"P","","0","0800"
"1999-05-01T00:00:00","PRCP","GHCND:USC00137700",0,"","","0","1700"
"1999-05-01T00:00:00","PRCP","GHCND:USC00138266",0,"P","","0","0700"
"1999-05-01T00:00:00","PRCP","GHCND:USC00138296",0,"","","0","0700"
"1999-05-01T00:00:00","PRCP","GHCND:USC00138568",0,"","","0","0700"
"1999-05-01T00:00:00","PRCP","GHCND:USC00138668",0,"P","","0","0700"
"1999-05-01T00:00:00","PRCP","GHCND:USC00138688",0,"P","","0","0700"
"1999-05-01T00:00:00","PRCP","GHCND:USC00138806",0,"P","","0","0700"
"1999-05-01T00:00:00","PRCP","GHCND:USC00139132",0,"P","","0","0700"
"1999-05-01T00:00:00","PRCP","GHCND:USW00014940",0,"","","0","2400"
"1999-05-01T00:00:00","PRCP","GHCND:USW00094971",0,"","","W",""
"1988-03-01T00:00:00","PRCP","GHCND:USC00130203",0,"","","0","0700"
"1988-03-01T00:00:00","PRCP","GHCND:USC00130213",0,"","","0","0700"
"1988-03-01T00:00:00","PRCP","GHCND:USC00130807",0,"","","0","0700"
"1988-03-01T00:00:00","PRCP","GHCND:USC00130923",0,"","","0","1200"
"1988-03-01T00:00:00","PRCP","GHCND:USC00131233",0,"P","","0","2400"
"1988-03-01T00:00:00","PRCP","GHCND:USC00131394",0,"","","0",""
"1988-03-01T00:00:00","PRCP","GHCND:USC00131402",0,"","","0","0700"
"1988-03-01T00:00:00","PRCP","GHCND:USC00131533",0,"P","","0","0700"
"1988-03-01T00:00:00","PRCP","GHCND:USC00131541",0,"","","0",""
"1988-03-01T00:00:00","PRCP","GHCND:USC00131954",0,"P","","0","0800"
"1988-03-01T00:00:00","PRCP","GHCND:USC00131962",0,"P","","0","0700"
"1988-03-01T00:00:00","PRCP","GHCND:USC00132110",0,"P","","0","1700"
"1988-03-01T00:00:00","PRCP","GHCND:USC00132171",0,"","","0","0700"
"1988-03-01T00:00:00","PRCP","GHCND:USC00132235",0,"P","","0","0700"
"1988-03-01T00:00:00","PRCP","GHCND:USC00132689",0,"P","","0",""
"1988-03-01T00:00:00","PRCP","GHCND:USC00132977",0,"P","","0","0700"
"1988-03-01T00:00:00","PRCP","GHCND:USC00133007",0,"","","0","2400"
"1988-03-01T00:00:00","PRCP","GHCND:USC00133290",0,"","","0","0800"
"1988-03-01T00:00:00","PRCP","GHCND:USC00133438",0,"P","","0","0800"
"1988-03-01T00:00:00","PRCP","GHCND:USC00133473",0,"P","","0","0800"
"1988-03-01T00:00:00","PRCP","GHCND:USC00133487",0,"","","0","0700"
"1988-03-01T00:00:00","PRCP","GHCND:USC00133584",0,"","","0","0700"
"1988-03-01T00:00:00","PRCP","GHCND:USC00134101",0,"","","0","1700"
"1988-03-01T00:00:00","PRCP","GHCND:USC00134142",0,"P","","0","0700"
"1988-03-01T00:00:00","PRCP","GHCND:USC00134381",0,"P","","0","0700"
"1988-03-01T00:00:00","PRCP","GHCND:USC00134502",0,"P","","0","1800"
"1988-03-01T00:00:00","PRCP","GHCND:USC00135203",0,"P","","6",""
"1988-03-01T00:00:00","PRCP","GHCND:USC00135650",0,"","","0","0700"
"1988-03-01T00:00:00","PRCP","GHCND:USC00135837",0,"P","","0","0700"
"1988-03-01T00:00:00","PRCP","GHCND:USC00135952",0,"P","","0","0700"
"1988-03-01T00:00:00","PRCP","GHCND:USC00135992",0,"P","","0","0700"
"1988-03-01T00:00:00","PRCP","GHCND:USC00136316",0,"P","","0","0700"
"1988-03-01T00:00:00","PRCP","GHCND:USC00136327",0,"","","0","0700"
"1988-03-01T00:00:00","PRCP","GHCND:USC00136527",0,"","","0","0700"
"1988-03-01T00:00:00","PRCP","GHCND:USC00136566",0,"P","","0","0800"
"1988-03-01T00:00:00","PRCP","GHCND:USC00136940",0,"P","","0","0700"
"1988-03-01T00:00:00","PRCP","GHCND:USC00137161",0,"","","0","1800"
"1988-03-01T00:00:00","PRCP","GHCND:USC00137594",0,"","","0","0700"
"1988-03-01T00:00:00","PRCP","GHCND:USC00137700",0,"","","0","1700"
"1988-03-01T00:00:00","PRCP","GHCND:USC00137847",0,"P","","6",""
"1988-03-01T00:00:00","PRCP","GHCND:USC00138266",0,"P","","0","0700"
"1988-03-01T00:00:00","PRCP","GHCND:USC00138296",0,"P","","0","0700"
"1988-03-01T00:00:00","PRCP","GHCND:USC00138568",0,"","","0","0700"
"1988-03-01T00:00:00","PRCP","GHCND:USC00138668",0,"P","","0","0700"
"1988-03-01T00:00:00","PRCP","GHCND:USC00138688",0,"P","","0","0700"
"1988-03-01T00:00:00","PRCP","GHCND:USC00138755",0,"P","","0","0700"
"1988-03-01T00:00:00","PRCP","GHCND:USC00138806",0,"P","","0","0700"
"1988-03-01T00:00:00","PRCP","GHCND:USC00139132",0,"P","","0","0700"
"1988-03-01T00:00:00","PRCP","GHCND:USW00014940",0,"","","0","2400"
"1999-06-01T00:00:00","PRCP","GHCND:USC00130203",0,"T","","0","0600"
"1999-06-01T00:00:00","PRCP","GHCND:USC00130213",0,"","","0","0700"
"1999-06-01T00:00:00","PRCP","GHCND:USC00130807",8,"","","0","0800"
"1999-06-01T00:00:00","PRCP","GHCND:USC00130923",0,"P","","0","0700"
"1999-06-01T00:00:00","PRCP","GHCND:USC00131233",5,"","","0","0700"
"1999-06-01T00:00:00","PRCP","GHCND:USC00131394",0,"","","0",""
"1999-06-01T00:00:00","PRCP","GHCND:USC00131402",0,"","","0","0700"
"1999-06-01T00:00:00","PRCP","GHCND:USC00131533",13,"","","0","0800"
"1999-06-01T00:00:00","PRCP","GHCND:USC00131541",0,"","","0","0700"
"1999-06-01T00:00:00","PRCP","GHCND:USC00131954",0,"","","0","0800"
"1999-06-01T00:00:00","PRCP","GHCND:USC00131962",13,"","","0","0700"
"1999-06-01T00:00:00","PRCP","GHCND:USC00132110",33,"","","0","1700"
"1999-06-01T00:00:00","PRCP","GHCND:USC00132171",41,"","","0","0700"
"1999-06-01T00:00:00","PRCP","GHCND:USC00132235",0,"P","","0","0800"
"1999-06-01T00:00:00","PRCP","GHCND:USC00132689",119,"","","0",""
"1999-06-01T00:00:00","PRCP","GHCND:USC00132977",41,"","","0","0700"
"1999-06-01T00:00:00","PRCP","GHCND:USC00133007",84,"","","0","2400"
"1999-06-01T00:00:00","PRCP","GHCND:USC00133290",38,"","","0","0800"
"1999-06-01T00:00:00","PRCP","GHCND:USC00133438",25,"","","0","0800"
"1999-06-01T00:00:00","PRCP","GHCND:USC00133473",0,"T","","0","0700"
"1999-06-01T00:00:00","PRCP","GHCND:USC00133487",0,"","","0","0700"
"1999-06-01T00:00:00","PRCP","GHCND:USC00133584",28,"","","0","0700"
"1999-06-01T00:00:00","PRCP","GHCND:USC00133980",0,"P","","0","0700"
"1999-06-01T00:00:00","PRCP","GHCND:USC00134101",28,"","","0","1700"
"1999-06-01T00:00:00","PRCP","GHCND:USC00134142",0,"","","0","0700"
"1999-06-01T00:00:00","PRCP","GHCND:USC00134381",0,"P","","0","0600"
"1999-06-01T00:00:00","PRCP","GHCND:USC00134502",307,"","","0","0600"
"1999-06-01T00:00:00","PRCP","GHCND:USC00135650",3,"","","0","0700"
"1999-06-01T00:00:00","PRCP","GHCND:USC00135837",0,"","","0","0700"
"1999-06-01T00:00:00","PRCP","GHCND:USC00135952",0,"","","0","0700"
"1999-06-01T00:00:00","PRCP","GHCND:USC00135992",0,"P","","0","0700"
"1999-06-01T00:00:00","PRCP","GHCND:USC00136316",0,"P","","0","0600"
"1999-06-01T00:00:00","PRCP","GHCND:USC00136327",0,"P","","0","0700"
"1999-06-01T00:00:00","PRCP","GHCND:USC00136527",20,"","","0","0530"
"1999-06-01T00:00:00","PRCP","GHCND:USC00136566",5,"","","0","0700"
"1999-06-01T00:00:00","PRCP","GHCND:USC00136940",33,"","","0","0700"
"1999-06-01T00:00:00","PRCP","GHCND:USC00137161",0,"T","","0","0700"
"1999-06-01T00:00:00","PRCP","GHCND:USC00137594",76,"","","0","0700"
"1999-06-01T00:00:00","PRCP","GHCND:USC00137613",13,"","","0","0800"
"1999-06-01T00:00:00","PRCP","GHCND:USC00137700",343,"","","0","1700"
"1999-06-01T00:00:00","PRCP","GHCND:USC00138266",0,"P","","0","0700"
"1999-06-01T00:00:00","PRCP","GHCND:USC00138296",0,"","","0","0700"
"1999-06-01T00:00:00","PRCP","GHCND:USC00138568",0,"","","0","0700"
"1999-06-01T00:00:00","PRCP","GHCND:USC00138668",0,"P","","0","0700"
"1999-06-01T00:00:00","PRCP","GHCND:USC00138688",0,"T","","0","0700"
"1999-06-01T00:00:00","PRCP","GHCND:USC00138806",8,"","","0","0700"
"1999-06-01T00:00:00","PRCP","GHCND:USC00139132",13,"","","0","0700"
"1999-06-01T00:00:00","PRCP","GHCND:USW00014940",18,"","","0","2400"
"1999-06-01T00:00:00","PRCP","GHCND:USW00094971",229,"","","W",""
"1999-07-01T00:00:00","PRCP","GHCND:USC00130203",8,"","","0","0600"
"1999-07-01T00:00:00","PRCP","GHCND:USC00130213",0,"T","","0","0700"
"1999-07-01T00:00:00","PRCP","GHCND:USC00130807",15,"","","0","0800"
"1999-07-01T00:00:00","PRCP","GHCND:USC00130923",114,"","","0","0700"
"1999-07-01T00:00:00","PRCP","GHCND:USC00131233",48,"","","0","0700"
"1999-07-01T00:00:00","PRCP","GHCND:USC00131394",81,"","","0",""
"1999-07-01T00:00:00","PRCP","GHCND:USC00131402",206,"","","0","0700"
"1999-07-01T00:00:00","PRCP","GHCND:USC00131533",119,"","","0","0800"
"1999-07-01T00:00:00","PRCP","GHCND:USC00131541",51,"","","0","0700"
"1999-07-01T00:00:00","PRCP","GHCND:USC00131954",53,"","","0","0800"
"1999-07-01T00:00:00","PRCP","GHCND:USC00131962",112,"","","0","0700"
"1999-07-01T00:00:00","PRCP","GHCND:USC00132110",10,"","","0","1700"
"1999-07-01T00:00:00","PRCP","GHCND:USC00132171",8,"","","0","0700"
"1999-07-01T00:00:00","PRCP","GHCND:USC00132235",203,"","","0","0800"
"1999-07-01T00:00:00","PRCP","GHCND:USC00132689",71,"","","0",""
"1999-07-01T00:00:00","PRCP","GHCND:USC00132977",132,"","","0","0700"
"1999-07-01T00:00:00","PRCP","GHCND:USC00133007",56,"","","0","2400"
"1999-07-01T00:00:00","PRCP","GHCND:USC00133290",191,"","","0","0800"
"1999-07-01T00:00:00","PRCP","GHCND:USC00133438",89,"","","0","0800"
"1999-07-01T00:00:00","PRCP","GHCND:USC00133473",20,"","","0","0700"
"1999-07-01T00:00:00","PRCP","GHCND:USC00133487",18,"","","0","0700"
"1999-07-01T00:00:00","PRCP","GHCND:USC00133584",107,"","","0","0700"
"1999-07-01T00:00:00","PRCP","GHCND:USC00133980",43,"","","0","0700"
"1999-07-01T00:00:00","PRCP","GHCND:USC00134101",10,"","","0","1700"
"1999-07-01T00:00:00","PRCP","GHCND:USC00134142",178,"","","0","0700"
"1999-07-01T00:00:00","PRCP","GHCND:USC00134381",132,"","","0","0600"
"1999-07-01T00:00:00","PRCP","GHCND:USC00134502",0,"P","","0","0600"
"1999-07-01T00:00:00","PRCP","GHCND:USC00135650",43,"","","0","0700"
"1999-07-01T00:00:00","PRCP","GHCND:USC00135837",262,"","","0","0700"
"1999-07-01T00:00:00","PRCP","GHCND:USC00135952",64,"","","0","0700"
"1999-07-01T00:00:00","PRCP","GHCND:USC00135992",18,"","","0","0700"
"1999-07-01T00:00:00","PRCP","GHCND:USC00136316",0,"P","","0","0600"
"1999-07-01T00:00:00","PRCP","GHCND:USC00136327",46,"","","0","0700"
"1999-07-01T00:00:00","PRCP","GHCND:USC00136527",0,"","","0","0530"
"1999-07-01T00:00:00","PRCP","GHCND:USC00136566",3,"","","0","0700"
"1999-07-01T00:00:00","PRCP","GHCND:USC00136940",168,"","","0","0700"
"1999-07-01T00:00:00","PRCP","GHCND:USC00137161",107,"","","0","0700"
"1999-07-01T00:00:00","PRCP","GHCND:USC00137594",0,"T","","0","0700"
"1999-07-01T00:00:00","PRCP","GHCND:USC00137613",142,"","","0","0800"
"1999-07-01T00:00:00","PRCP","GHCND:USC00137700",64,"","","0","1700"
"1999-07-01T00:00:00","PRCP","GHCND:USC00138266",28,"","","0","0700"
"1999-07-01T00:00:00","PRCP","GHCND:USC00138296",8,"","","0","0700"
"1999-07-01T00:00:00","PRCP","GHCND:USC00138568",10,"","","0","0700"
"1999-07-01T00:00:00","PRCP","GHCND:USC00138668",0,"P","","0","0700"
"1999-07-01T00:00:00","PRCP","GHCND:USC00138688",94,"","","0","0700"
"1999-07-01T00:00:00","PRCP","GHCND:USC00138755",0,"P","","0","0700"
"1999-07-01T00:00:00","PRCP","GHCND:USC00138806",38,"","","0","0700"
"1999-07-01T00:00:00","PRCP","GHCND:USC00139132",43,"","","0","0700"
"1999-07-01T00:00:00","PRCP","GHCND:USW00014940",0,"","","0","2400"
"1999-07-01T00:00:00","PRCP","GHCND:USW00094971",23,"","","W",""
"1999-08-01T00:00:00","PRCP","GHCND:USC00130203",30,"","","0","0600"
"1999-08-01T00:00:00","PRCP","GHCND:USC00130213",30,"","","0","0700"
"1999-08-01T00:00:00","PRCP","GHCND:USC00130807",0,"","","0","0800"
"1999-08-01T00:00:00","PRCP","GHCND:USC00130923",3,"","","0","0700"
"1999-08-01T00:00:00","PRCP","GHCND:USC00131233",0,"","","0","0700"
"1999-08-01T00:00:00","PRCP","GHCND:USC00131394",38,"","","0",""
"1999-08-01T00:00:00","PRCP","GHCND:USC00131402",0,"","","0","0700"
"1999-08-01T00:00:00","PRCP","GHCND:USC00131533",927,"","","0","0800"
"1999-08-01T00:00:00","PRCP","GHCND:USC00131541",0,"","","0","0700"
"1999-08-01T00:00:00","PRCP","GHCND:USC00131954",0,"","","0","0800"
"1999-08-01T00:00:00","PRCP","GHCND:USC00131962",8,"","","0","0700"
"1999-08-01T00:00:00","PRCP","GHCND:USC00132110",0,"P","","0","1700"
"1999-08-01T00:00:00","PRCP","GHCND:USC00132171",5,"","","0","0700"
"1999-08-01T00:00:00","PRCP","GHCND:USC00132235",0,"P","","0","0800"
"1999-08-01T00:00:00","PRCP","GHCND:USC00132689",0,"P","","0",""
"1999-08-01T00:00:00","PRCP","GHCND:USC00132977",0,"P","","0","0700"
"1999-08-01T00:00:00","PRCP","GHCND:USC00133007",0,"P","","0","2400"
"1999-08-01T00:00:00","PRCP","GHCND:USC00133290",0,"","","0","0800"
"1999-08-01T00:00:00","PRCP","GHCND:USC00133438",0,"P","","0","0800"
"1999-08-01T00:00:00","PRCP","GHCND:USC00133473",140,"","","0","0700"
"1999-08-01T00:00:00","PRCP","GHCND:USC00133487",0,"","","0","0700"
"1999-08-01T00:00:00","PRCP","GHCND:USC00133584",0,"","","0","0700"
"1999-08-01T00:00:00","PRCP","GHCND:USC00133980",0,"P","","0","0700"
"1999-08-01T00:00:00","PRCP","GHCND:USC00134101",0,"","","0","1700"
"1999-08-01T00:00:00","PRCP","GHCND:USC00134142",0,"","","0","0700"
"1999-08-01T00:00:00","PRCP","GHCND:USC00134381",41,"","","0","0600"
"1999-08-01T00:00:00","PRCP","GHCND:USC00134502",0,"P","","0","0600"
"1999-08-01T00:00:00","PRCP","GHCND:USC00135650",0,"","","0","0700"
"1999-08-01T00:00:00","PRCP","GHCND:USC00135837",13,"","","0","0700"
"1999-08-01T00:00:00","PRCP","GHCND:USC00135952",0,"","","0","0700"
"1999-08-01T00:00:00","PRCP","GHCND:USC00135992",23,"","","0","0700"
"1999-08-01T00:00:00","PRCP","GHCND:USC00136316",0,"P","","0","0600"
"1999-08-01T00:00:00","PRCP","GHCND:USC00136327",20,"","","0","0700"
"1999-08-01T00:00:00","PRCP","GHCND:USC00136527",0,"","","0","0530"
"1999-08-01T00:00:00","PRCP","GHCND:USC00136566",0,"P","","0","0700"
"1999-08-01T00:00:00","PRCP","GHCND:USC00136940",5,"","","0","0700"
"1999-08-01T00:00:00","PRCP","GHCND:USC00137161",0,"","","0","0700"
"1999-08-01T00:00:00","PRCP","GHCND:USC00137594",0,"","","0","0700"
"1999-08-01T00:00:00","PRCP","GHCND:USC00137613",157,"","","0","0800"
"1999-08-01T00:00:00","PRCP","GHCND:USC00137700",0,"","","0","1700"
"1999-08-01T00:00:00","PRCP","GHCND:USC00138266",0,"P","","0","0700"
"1999-08-01T00:00:00","PRCP","GHCND:USC00138296",0,"","","0","0700"
"1999-08-01T00:00:00","PRCP","GHCND:USC00138568",0,"","","0","0700"
"1999-08-01T00:00:00","PRCP","GHCND:USC00138668",0,"P","","0","0700"
"1999-08-01T00:00:00","PRCP","GHCND:USC00138688",36,"","","0","0700"
"1999-08-01T00:00:00","PRCP","GHCND:USC00138755",0,"","","0","0700"
"1999-08-01T00:00:00","PRCP","GHCND:USC00138806",0,"P","","0","0700"
"1999-08-01T00:00:00","PRCP","GHCND:USC00139132",0,"P","","0","0700"
"1999-08-01T00:00:00","PRCP","GHCND:USW00014940",0,"","","0","2400"
"1999-08-01T00:00:00","PRCP","GHCND:USW00094971",0,"T","","W",""
"1999-09-01T00:00:00","PRCP","GHCND:USC00130203",0,"","","0","0600"
"1999-09-01T00:00:00","PRCP","GHCND:USC00130213",0,"","","0","0700"
"1999-09-01T00:00:00","PRCP","GHCND:USC00130807",0,"","","0","0800"
"1999-09-01T00:00:00","PRCP","GHCND:USC00130923",0,"P","","0","0700"
"1999-09-01T00:00:00","PRCP","GHCND:USC00131233",0,"P","","0","0700"
"1999-09-01T00:00:00","PRCP","GHCND:USC00131394",0,"","","0",""
"1999-09-01T00:00:00","PRCP","GHCND:USC00131402",0,"","","0","0700"
"1999-09-01T00:00:00","PRCP","GHCND:USC00131533",0,"","","0","0800"
"1999-09-01T00:00:00","PRCP","GHCND:USC00131541",0,"","","0","0700"
"1999-09-01T00:00:00","PRCP","GHCND:USC00131954",0,"","","0","0800"
"1999-09-01T00:00:00","PRCP","GHCND:USC00131962",0,"P","","0","0700"
"1999-09-01T00:00:00","PRCP","GHCND:USC00132110",0,"P","","0","1700"
"1999-09-01T00:00:00","PRCP","GHCND:USC00132171",0,"T","","0","0700"
"1999-09-01T00:00:00","PRCP","GHCND:USC00132235",0,"P","","0","0800"
"1999-09-01T00:00:00","PRCP","GHCND:USC00132689",0,"","","0",""
"1999-09-01T00:00:00","PRCP","GHCND:USC00132977",0,"P","","0","0700"
"1999-09-01T00:00:00","PRCP","GHCND:USC00133007",0,"P","","0","2400"
"1999-09-01T00:00:00","PRCP","GHCND:USC00133290",0,"T","","0","0800"
"1999-09-01T00:00:00","PRCP","GHCND:USC00133438",5,"","","0","0800"
"1999-09-01T00:00:00","PRCP","GHCND:USC00133473",0,"P","","0","0700"
"1999-09-01T00:00:00","PRCP","GHCND:USC00133487",0,"","","0","0700"
"1999-09-01T00:00:00","PRCP","GHCND:USC00133584",0,"","","0","0700"
"1999-09-01T00:00:00","PRCP","GHCND:USC00133980",0,"P","","0","0700"
"1999-09-01T00:00:00","PRCP","GHCND:USC00134101",0,"","","0","1700"
"1999-09-01T00:00:00","PRCP","GHCND:USC00134142",0,"","","0","0700"
"1999-09-01T00:00:00","PRCP","GHCND:USC00134381",0,"P","","0","0600"
"1999-09-01T00:00:00","PRCP","GHCND:USC00134502",0,"P","","0","0600"
"1999-09-01T00:00:00","PRCP","GHCND:USC00135650",0,"","","0","0700"
"1999-09-01T00:00:00","PRCP","GHCND:USC00135837",0,"","","0","0700"
"1999-09-01T00:00:00","PRCP","GHCND:USC00135952",0,"","","0","0700"
"1999-09-01T00:00:00","PRCP","GHCND:USC00135992",0,"P","","0","0700"
"1999-09-01T00:00:00","PRCP","GHCND:USC00136316",0,"P","","0","0600"
"1999-09-01T00:00:00","PRCP","GHCND:USC00136327",0,"P","","0","0700"
"1999-09-01T00:00:00","PRCP","GHCND:USC00136527",0,"","","0","0530"
"1999-09-01T00:00:00","PRCP","GHCND:USC00136566",0,"P","","0","0700"
"1999-09-01T00:00:00","PRCP","GHCND:USC00136940",0,"P","","0","0700"
"1999-09-01T00:00:00","PRCP","GHCND:USC00137161",0,"","","0","0700"
"1999-09-01T00:00:00","PRCP","GHCND:USC00137594",0,"","","0","0700"
"1999-09-01T00:00:00","PRCP","GHCND:USC00137613",0,"P","","0","0800"
"1999-09-01T00:00:00","PRCP","GHCND:USC00137700",0,"","","0","1700"
"1999-09-01T00:00:00","PRCP","GHCND:USC00138266",0,"P","","0","0700"
"1999-09-01T00:00:00","PRCP","GHCND:USC00138296",0,"","","0","0700"
"1999-09-01T00:00:00","PRCP","GHCND:USC00138568",0,"","","0","0700"
"1999-09-01T00:00:00","PRCP","GHCND:USC00138668",0,"P","","0","0700"
"1999-09-01T00:00:00","PRCP","GHCND:USC00138688",0,"P","","0","0700"
"1999-09-01T00:00:00","PRCP","GHCND:USC00138755",0,"P","","0","0700"
"1999-09-01T00:00:00","PRCP","GHCND:USC00138806",38,"","","0","0700"
"1999-09-01T00:00:00","PRCP","GHCND:USC00139132",0,"P","","0","0700"
"1999-09-01T00:00:00","PRCP","GHCND:USW00014940",0,"","","0","2400"
"1999-09-01T00:00:00","PRCP","GHCND:USW00094971",0,"T","","W",""
"1999-10-01T00:00:00","PRCP","GHCND:USC00130203",0,"","","0","0600"
"1999-10-01T00:00:00","PRCP","GHCND:USC00130213",0,"","","0","0700"
"1999-10-01T00:00:00","PRCP","GHCND:USC00130807",0,"","","0","0800"
