"data.date","data.datatype","data.station","data.value","data.fl_m","data.fl_q","data.fl_so","data.fl_t"
"1995-08-01T00:00:00","PRCP","GHCND:USC00138296",46,"","","0","0700"
"1995-08-01T00:00:00","PRCP","GHCND:USC00138568",10,"","","0","0700"
"1995-08-01T00:00:00","PRCP","GHCND:USC00138668",18,"","","0","0700"
"1995-08-01T00:00:00","PRCP","GHCND:USC00138688",41,"","","0","0700"
"1995-08-01T00:00:00","PRCP","GHCND:USC00138755",279,"","","0","0700"
"1995-08-01T00:00:00","PRCP","GHCND:USC00138806",165,"","","0","0700"
"1995-08-01T00:00:00","PRCP","GHCND:USC00139132",64,"","","0","0700"
"1995-08-01T00:00:00","PRCP","GHCND:USW00014940",0,"","","0","2400"
"1995-09-01T00:00:00","PRCP","GHCND:USC00130203",0,"","","0","0700"
"1995-09-01T00:00:00","PRCP","GHCND:USC00130213",0,"","","0","0700"
"1995-09-01T00:00:00","PRCP","GHCND:USC00130807",0,"","","0","0800"
