"","Permit.No","Facility","End.Date","Outfall","Expiration","Parameter","No.Discharge","Avg","Max","Monitoring.Location","Units","Mon.Period","X__1","X__2","X__3","X__4","Facility.Name","Param","Limit.Flag","Mon.Date","Daily.Value","Unit","Mon.Locat","Out..","Mon.Freq","Facility.Type","Description"
"19550","2573001","WAUKEE CITY OF STP",2013-06-30,"001",2009-05-17,"FLOW",NA,1.5577333,2.569,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19551","2573001","WAUKEE CITY OF STP",2013-05-31,"001",2009-05-17,"FLOW",NA,1.9149355,2.614,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19552","2573001","WAUKEE CITY OF STP",2013-04-30,"001",2009-05-17,"FLOW",NA,1.5774333,2.819,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19553","2573001","WAUKEE CITY OF STP",2013-03-31,"001",2009-05-17,"FLOW",NA,1.2154194,2.146,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19554","2573001","WAUKEE CITY OF STP",2013-02-28,"001",2009-05-17,"FLOW",NA,0.9921429,1.225,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19555","2573001","WAUKEE CITY OF STP",2013-01-31,"001",2009-05-17,"FLOW",NA,0.997129,1.322,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19556","2573001","WAUKEE CITY OF STP",2012-12-31,"001",2009-05-17,"FLOW",NA,0.9235484,1.097,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19557","2573001","WAUKEE CITY OF STP",2012-11-30,"001",2009-05-17,"FLOW",NA,1.2039,1.518,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19558","2573001","WAUKEE CITY OF STP",2012-10-31,"001",2009-05-17,"FLOW",NA,1.1397,1.356,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19559","2573001","WAUKEE CITY OF STP",2012-09-30,"001",2009-05-17,"FLOW",NA,1.0718,1.335,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19560","2573001","WAUKEE CITY OF STP",2012-08-31,"001",2009-05-17,"FLOW",NA,1.1078,1.355,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19561","2573001","WAUKEE CITY OF STP",2012-07-31,"001",2009-05-17,"FLOW",NA,0.9921,1.22,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19562","2573001","WAUKEE CITY OF STP",2012-06-30,"001",2009-05-17,"FLOW",NA,1.0814,2.19,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19563","2573001","WAUKEE CITY OF STP",2012-05-31,"001",2009-05-17,"FLOW",NA,1.3196,1.773,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19564","2573001","WAUKEE CITY OF STP",2012-04-30,"001",2009-05-17,"FLOW",NA,1.4562,2.586,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19565","2573001","WAUKEE CITY OF STP",2012-03-31,"001",2009-05-17,"FLOW",NA,1.3346,1.587,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19566","2573001","WAUKEE CITY OF STP",2012-02-29,"001",2009-05-17,"FLOW",NA,1.1579,1.606,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19567","2573001","WAUKEE CITY OF STP",2012-01-31,"001",2009-05-17,"FLOW",NA,0.9657,1.338,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19568","2573001","WAUKEE CITY OF STP",2011-12-31,"001",2009-05-17,"FLOW",NA,1.1636,1.549,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19569","2573001","WAUKEE CITY OF STP",2011-11-30,"001",2009-05-17,"FLOW",NA,1.0995,1.764,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19570","2573001","WAUKEE CITY OF STP",2011-10-31,"001",2009-05-17,"FLOW",NA,0.9034,1.092,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19571","2573001","WAUKEE CITY OF STP",2011-09-30,"001",2009-05-17,"FLOW",NA,0.9635,1.179,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19572","2573001","WAUKEE CITY OF STP",2011-08-31,"001",2009-05-17,"FLOW",NA,1.0654,1.242,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19573","2573001","WAUKEE CITY OF STP",2011-07-31,"001",2009-05-17,"FLOW",NA,1.2085,1.541,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19574","2573001","WAUKEE CITY OF STP",2011-06-30,"001",2009-05-17,"FLOW",NA,2.0265,2.917,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19575","2573001","WAUKEE CITY OF STP",2011-05-31,"001",2009-05-17,"FLOW",NA,1.588,2.213,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19576","2573001","WAUKEE CITY OF STP",2011-04-30,"001",2009-05-17,"FLOW",NA,1.601,2.05,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19577","2573001","WAUKEE CITY OF STP",2011-03-31,"001",2009-05-17,"FLOW",NA,1.2955,1.794,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19578","2573001","WAUKEE CITY OF STP",2011-02-28,"001",2009-05-17,"FLOW",NA,1.1308,1.55,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19579","2573001","WAUKEE CITY OF STP",2011-01-31,"001",2009-05-17,"FLOW",NA,1.0108,1.743,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19580","2573001","WAUKEE CITY OF STP",2010-12-31,"001",2009-05-17,"FLOW",NA,1.1001,1.417,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19581","2573001","WAUKEE CITY OF STP",2010-11-30,"001",2009-05-17,"FLOW",NA,1.2881,2.465,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19582","2573001","WAUKEE CITY OF STP",2010-10-31,"001",2009-05-17,"FLOW",NA,1.2695,1.63,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19583","2573001","WAUKEE CITY OF STP",2010-09-30,"001",2009-05-17,"FLOW",NA,1.4352,2.006,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19584","2573001","WAUKEE CITY OF STP",2010-08-31,"001",2009-05-17,"FLOW",NA,2.0192,3.56,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19585","2573001","WAUKEE CITY OF STP",2010-07-31,"001",2009-05-17,"FLOW",NA,1.7425,3.484,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19586","2573001","WAUKEE CITY OF STP",2010-06-30,"001",2009-05-17,"FLOW",NA,2.4797,3.823,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19587","2573001","WAUKEE CITY OF STP",2010-05-31,"001",2009-05-17,"FLOW",NA,1.4743,2.062,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19588","2573001","WAUKEE CITY OF STP",2010-04-30,"001",2009-05-17,"FLOW",NA,1.442,1.754,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19589","2573001","WAUKEE CITY OF STP",2010-03-31,"001",2009-05-17,"FLOW",NA,2.0076,5.625,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19590","2573001","WAUKEE CITY OF STP",2010-02-28,"001",2009-05-17,"FLOW",NA,1.2447,1.625,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19591","2573001","WAUKEE CITY OF STP",2010-01-31,"001",2009-05-17,"FLOW",NA,1.3296,2.341,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19592","2573001","WAUKEE CITY OF STP",2009-12-31,"001",2009-05-17,"FLOW",NA,1.2146,1.69,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19593","2573001","WAUKEE CITY OF STP",2009-11-30,"001",2009-05-17,"FLOW",NA,1.5124,2.123,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19594","2573001","WAUKEE CITY OF STP",2009-10-31,"001",2009-05-17,"FLOW",NA,1.3343,2.419,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19595","2573001","WAUKEE CITY OF STP",2009-09-30,"001",2009-05-17,"FLOW",NA,1.0838,1.352,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19596","2573001","WAUKEE CITY OF STP",2009-08-31,"001",2009-05-17,"FLOW",NA,1.2619,1.599,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19597","2573001","WAUKEE CITY OF STP",2009-07-31,"001",2009-05-17,"FLOW",NA,1.1196,1.704,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19598","2573001","WAUKEE CITY OF STP",2009-06-30,"001",2009-05-17,"FLOW",NA,1.769,2.939,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19599","2573001","WAUKEE CITY OF STP",2009-05-31,"001",2009-05-17,"FLOW",NA,1.7449,2.426,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19600","2573001","WAUKEE CITY OF STP",2009-04-30,"001",2009-05-17,"FLOW",NA,1.6678,2.738,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19601","2573001","WAUKEE CITY OF STP",2009-03-31,"001",2009-05-17,"FLOW",NA,1.6778,2.394,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19602","2573001","WAUKEE CITY OF STP",2009-02-28,"001",2009-05-17,"FLOW",NA,1.1856,1.887,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19603","2573001","WAUKEE CITY OF STP",2009-01-31,"001",2009-05-17,"FLOW",NA,1.1967,1.61,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19604","2573001","WAUKEE CITY OF STP",2008-12-31,"001",2009-05-17,"FLOW",NA,1.2574,1.643,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19605","2573001","WAUKEE CITY OF STP",2008-11-30,"001",2009-05-17,"FLOW",NA,1.3854,1.572,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19606","2573001","WAUKEE CITY OF STP",2008-10-31,"001",2009-05-17,"FLOW",NA,1.2617,1.571,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19607","2573001","WAUKEE CITY OF STP",2008-09-30,"001",2009-05-17,"FLOW",NA,1.1122,1.463,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19608","2573001","WAUKEE CITY OF STP",2008-08-31,"001",2009-05-17,"FLOW",NA,1.4225,2.062,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19609","2573001","WAUKEE CITY OF STP",2008-07-31,"001",2009-05-17,"FLOW",NA,1.6452,3.031,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19610","2573001","WAUKEE CITY OF STP",2008-06-30,"001",2009-05-17,"FLOW",NA,2.6784,5.625,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19611","2573001","WAUKEE CITY OF STP",2008-05-31,"001",2009-05-17,"FLOW",NA,1.2487,1.972,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19612","2573001","WAUKEE CITY OF STP",2008-04-30,"001",2009-05-17,"FLOW",NA,1.9583,2.287,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19613","2573001","WAUKEE CITY OF STP",2008-03-31,"001",2009-05-17,"FLOW",NA,1.2933,2.144,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19614","2573001","WAUKEE CITY OF STP",2008-02-29,"001",2009-05-17,"FLOW",NA,1.0694,1.482,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19615","2573001","WAUKEE CITY OF STP",2008-01-31,"001",2009-05-17,"FLOW",NA,1.0946,1.251,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19616","2573001","WAUKEE CITY OF STP",2007-12-31,"001",2009-05-17,"FLOW",NA,1.0546,1.513,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19617","2573001","WAUKEE CITY OF STP",2007-11-30,"001",2009-05-17,"FLOW",NA,0.8956,1.171,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19618","2573001","WAUKEE CITY OF STP",2007-10-31,"001",2009-05-17,"FLOW",NA,1.3851,1.921,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19619","2573001","WAUKEE CITY OF STP",2007-09-30,"001",2009-05-17,"FLOW",NA,1.238,1.711,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19620","2573001","WAUKEE CITY OF STP",2007-08-31,"001",2009-05-17,"FLOW",NA,1.5188,3.186,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19621","2573001","WAUKEE CITY OF STP",2007-07-31,"001",2009-05-17,"FLOW",NA,1.3156,1.59,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19622","2573001","WAUKEE CITY OF STP",2007-06-30,"001",2009-05-17,"FLOW",NA,1.5773,2.235,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19623","2573001","WAUKEE CITY OF STP",2007-05-31,"001",2009-05-17,"FLOW",NA,2.0745,2.984,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19624","2573001","WAUKEE CITY OF STP",2007-04-30,"001",2009-05-17,"FLOW",NA,1.7682,2.709,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19625","2573001","WAUKEE CITY OF STP",2007-03-31,"001",2009-05-17,"FLOW",NA,1.5623,2.184,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19626","2573001","WAUKEE CITY OF STP",2007-02-28,"001",2009-05-17,"FLOW",NA,0.9855,1.876,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19627","2573001","WAUKEE CITY OF STP",2007-01-31,"001",2009-05-17,"FLOW",NA,1.0795,1.407,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19628","2573001","WAUKEE CITY OF STP",2006-12-31,"001",2009-05-17,"FLOW",NA,0.9812,1.989,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19629","2573001","WAUKEE CITY OF STP",2006-11-30,"001",2009-05-17,"FLOW",NA,0.9406,1.111,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19630","2573001","WAUKEE CITY OF STP",2006-10-31,"001",2009-05-17,"FLOW",NA,1.0157,1.255,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19631","2573001","WAUKEE CITY OF STP",2006-09-30,"001",2009-05-17,"FLOW",NA,1.1349,1.421,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19632","2573001","WAUKEE CITY OF STP",2006-08-31,"001",2009-05-17,"FLOW",NA,0.9167,1.132,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19633","2573001","WAUKEE CITY OF STP",2006-07-31,"001",2009-05-17,"FLOW",NA,0.8854,1.224,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19634","2573001","WAUKEE CITY OF STP",2006-06-30,"001",2009-05-17,"FLOW",NA,0.8907,1.085,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19635","2573001","WAUKEE CITY OF STP",2006-05-31,NA,NA,NA,"NOT REQ / MP",NA,NA,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19636","2573001","WAUKEE CITY OF STP",2006-04-30,"001",2009-05-17,"FLOW",NA,1.2571,2.246,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19637","2573001","WAUKEE CITY OF STP",2006-03-31,"001",2009-05-17,"FLOW",NA,0.8098,1.097,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19638","2573001","WAUKEE CITY OF STP",2005-12-31,"001",2009-05-17,"FLOW",NA,0.774,0.88,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19639","2573001","WAUKEE CITY OF STP",2005-11-30,"001",2009-05-17,"FLOW",NA,0.711,0.833,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19640","2573001","WAUKEE CITY OF STP",2005-10-31,"001",2009-05-17,"FLOW",NA,0.757,0.831,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19641","2573001","WAUKEE CITY OF STP",2005-09-30,"001",2009-05-17,"FLOW",NA,0.808,0.965,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19642","2573001","WAUKEE CITY OF STP",2005-08-31,"001",2009-05-17,"FLOW",NA,0.928,1.203,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19643","2573001","WAUKEE CITY OF STP",2005-06-30,"001",2009-05-17,"FLOW",NA,1.025,1.327,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19644","2573001","WAUKEE CITY OF STP",2005-05-31,"001",2009-05-17,"FLOW",NA,1.226,2.08,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19645","2573001","WAUKEE CITY OF STP",2005-04-30,"001",2009-05-17,"FLOW",NA,0.949,1.093,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19646","2573001","WAUKEE CITY OF STP",2005-02-28,"001",2009-05-17,"FLOW",NA,0.956,1.489,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19647","2573001","WAUKEE CITY OF STP",2005-01-31,"001",2009-05-17,"FLOW",NA,0.735,0.823,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19648","2573001","WAUKEE CITY OF STP",2004-12-31,"001",2009-05-17,"FLOW",NA,0.774,0.837,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19649","2573001","WAUKEE CITY OF STP",2004-11-30,"001",2009-05-17,"FLOW",NA,0.782,1.029,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19650","2573001","WAUKEE CITY OF STP",2004-10-31,"001",2009-05-17,"FLOW",NA,0.786,0.923,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19651","2573001","WAUKEE CITY OF STP",2004-09-30,"001",2009-05-17,"FLOW",NA,0.817,0.891,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19652","2573001","WAUKEE CITY OF STP",2004-08-31,"001",2009-05-17,"FLOW",NA,0.869,2.058,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19653","2573001","WAUKEE CITY OF STP",2004-07-31,"001",2009-05-17,"FLOW",NA,0.843,1.604,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19654","2573001","WAUKEE CITY OF STP",2004-06-30,"001",2009-05-17,"FLOW",NA,1.055,1.292,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19655","2573001","WAUKEE CITY OF STP",2004-05-31,"001",2009-05-17,"FLOW",NA,1.12,1.845,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19656","2573001","WAUKEE CITY OF STP",2004-04-30,"001",2009-05-17,"FLOW",NA,0.962,1.232,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19657","0398001","WAUKON CITY OF STP",2002-04-30,"001",1999-03-20,"FLOW","LAGOON STOR",NA,NA,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19658","0398001","WAUKON CITY OF STP",1999-09-30,"001",1999-03-20,"FLOW",NA,0.81,0.941,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19659","0398001","WAUKON CITY OF STP",1999-08-31,"001",1999-03-20,"FLOW","BROKEN EQUIP",NA,NA,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19660","0398001","WAUKON CITY OF STP",1999-07-31,"001",1999-03-20,"FLOW",NA,0.882,1.041,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19661","0398001","WAUKON CITY OF STP",1999-06-30,"001",1999-03-20,"FLOW",NA,1.01,1.281,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19662","0398001","WAUKON CITY OF STP",1999-05-31,"001",1999-03-20,"FLOW",NA,1.287,2.047,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
